"category","upc","brand","brand_filled","brand_source","pfx_brand_conf","pfx","product_descr","num_cartridges_f","nic_mg_per_ml_f","total_units","cum_unit_share","years"
"e-liquid (impute mL)","081342001430","KRAVE","KRAVE","raw",1,"08134200","KRAVE E-CG MN","1",NA,17,1,"2013;2014;2018;2019"
"e-liquid (impute mL)","085371500504","BLAC LABEL","BLAC LABEL","raw",1,"08537150","BLAC LABEL E-CG LIGHT TOB","2",NA,17,1,"2015;2016;2017"
"e-liquid (impute mL)","085438400410","LOGIC","LOGIC","raw",1,"08543840","LGL E-CG","1",NA,17,1,"2013"
"e-liquid (impute mL)","078779031461",NA,"SWITCH MODS","prefix",1,"07877903","SWITCH MODS SMOKING ALTERNATIVE PRODUCT GRAPEFRUIT GUAVA 1 COUNT","1",NA,16,1,"2022;2023"
"bare UPC (needs barcode lookup)","081342001389",NA,"KRAVE","prefix",1,"08134200",NA,NA,NA,16,1,"2014;2015"
"e-liquid (impute mL)","085143800754","JAK","JAK","raw",0.983,"08514380","JAK SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE FRUIT BOX 1 COUNT","1",NA,16,1,"2021;2022"
"bare UPC (needs barcode lookup)","085220700570",NA,NA,"unknown",NA,"08522070",NA,NA,NA,16,1,"2017"
"e-liquid (impute mL)","085266255570",NA,"PUFF","prefix",0.855,"08526625","PUFF SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO LUSH IC BOX 1 COUNT","1",NA,16,1,"2021"
"e-liquid (impute mL)","085607300300","JAK","JAK","raw",1,"08560730","JAK E-CG REGULAR","1",NA,16,1,"2017;2018"
"e-liquid (impute mL)","085962600235","FINITI","FINITI","raw",1,"08596260","FINITI E-CGC CMT RFL","14",NA,16,1,"2013;2014;2015"
"e-liquid (impute mL)","075166704975","EZ CIG","EZ CIG","raw",0.75,"07516670","EZ CIG E-CG TOB","1",NA,15,1,"2013;2014;2018"
"bare UPC (needs barcode lookup)","081342001265",NA,"KRAVE","prefix",1,"08134200",NA,NA,NA,15,1,"2014;2015;2016;2018"
"e-liquid (impute mL)","081342001847","VAPOR X","VAPOR X","raw",1,"08134200","VAPOR X E-CG LIQUID TOB","1",NA,15,1,"2014;2015;2016"
"e-liquid (impute mL)","002145802050","CLEAN CIG","CLEAN CIG","raw",1,"00214580","CLN-CG E-CGA MN","5",NA,14,1,"2018;2019"
"hardware/device (exclude)","065236901033","VIKING","VIKING","raw",1,"06523690","VIKING SMOKING ALTERNATIVE PRODUCT STARTER KIT CARDED 1 COUNT","1",NA,14,1,"2023"
"e-liquid (impute mL)","073621122926","SQUARE","SQUARE","raw",0.965,"07362112","SQ82 E-CG OR","1",NA,14,1,"2013;2019;2021"
"e-liquid (impute mL)","081085902007","ZOOM","ZOOM","raw",1,"08108590","ZOOM E-CG MN BOLD 10P","10",NA,14,1,"2015;2016"
"e-liquid (impute mL)","084920500156","VUSE","VUSE","raw",1,"08492050","VUSE SOLO SMOKING ALTERNATIVE PRODUCT BOX 1 COUNT","1",NA,14,1,"2021"
"e-liquid (impute mL)","085371500505","BLAC LABEL","BLAC LABEL","raw",1,"08537150","BLAC LABEL E-CG SPECIAL BLEND","2",NA,14,1,"2015;2016;2017;2018"
"e-liquid (impute mL)","084043916184",NA,"ZIG-ZAG","prefix",0.999,"08404391","ELCT CGRTT LIQUID POD","1",NA,13,1,"2019"
"e-liquid (impute mL)","075166717247","VOODOO","VOODOO","raw",0.954,"07516671","VOODOO E-HOOKAH E-CG GOE","1",NA,12,1,"2015;2018;2019;2020"
"e-liquid (impute mL)","079357311752","IMPERIAL","IMPERIAL","raw",1,"07935731","IMPRL HK E-CG MOCHA LATTE","1",NA,12,1,"2013;2014;2016;2018"
"e-liquid (impute mL)","081342001857","VAPOR X","VAPOR X","raw",1,"08134200","VAPOR X E-CG LIQUID MN","1",NA,12,1,"2015;2016"
"e-liquid (impute mL)","085488600303","SMOKER'S ONE CHOICE","SMOKER'S ONE CHOICE","raw",1,"08548860","SOC E-CG MN","1",NA,12,1,"2013;2017"
"e-liquid (impute mL)","003095507669","LOGIC","LOGIC","raw",1,"00309550","LG-PLT E-CG MN","1",NA,11,1,"2013;2014"
"e-liquid (impute mL)","081323902000","SPACE JAM","SPACE JAM","raw",1,"08132390","SPC JM E-CG LIQUID ANDROMEDA","1",NA,11,1,"2019"
"e-liquid (impute mL)","081505802289","LOGIC","LOGIC","raw",1,"08150580","LOGIC POWER SMOKING ALTERNATIVE PRODUCT MENTHOL BOX 1 COUNT","1",NA,11,1,"2021;2022"
"e-liquid (impute mL)","489525720184",NA,NA,"unknown",NA,"48952572","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO WATERMELON ICE CREATE BOX 1 COUNT","1",NA,11,1,"2023"
"e-liquid (impute mL)","036586039506","FLAVORED MIST","FLAVORED MIST","raw",0.949,"03658603","F-M E-CGAC CHERRY","3",NA,10,1,"2013"
"e-liquid (impute mL)","065436704330","CIGALECTRIC","CIGALECTRIC","raw",1,"06543670","CGR E-CGC AST OL-V 2'S/BT/ECC","2",NA,10,1,"2014;2015"
"e-liquid (impute mL)","070098780115","KING DISTRIBUTION","KING DISTRIBUTION","raw",1,"07009878","LAVA PLUS SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO COOL MINT BOX 1 COUNT","1",NA,10,1,"2021"
"e-liquid (impute mL)","072944053385","LOGIC","LOGIC","raw",1,"07294405","LGL E-CG TOB MEDIUM","1",NA,10,1,"2013"
"e-liquid (impute mL)","073621122916","SQUARE","SQUARE","raw",0.965,"07362112","SQ E-CG MINTY MN VO","1",NA,10,1,"2013;2019;2020;2022"
"e-liquid (impute mL)","081505802304","LOGIC","LOGIC","raw",1,"08150580","LOGIC VAPELEAF SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE VAPOR AND REGULAR VAPOR SYSTEM 1 COUNT","1",NA,10,1,"2021;2022;2023"
"e-liquid (impute mL)","081649401362","NICOTEK","NICOTEK","raw",0.999,"08164940","NICOTEK METRO E-CG MN KING","1",NA,10,1,"2020"
"e-liquid (impute mL)","084043916232",NA,"ZIG-ZAG","prefix",0.999,"08404391","ELCT CGRTT LIQUID POD","1",NA,10,1,"2019"
"e-liquid (impute mL)","085005158236",NA,NA,"unknown",NA,"08500515","RIZN SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BLACKBERRY ICE MESH COIL BOX 1 COUNT","1",NA,10,1,"2023"
"e-liquid (impute mL)","085266255813",NA,"PUFF","prefix",0.855,"08526625","ELCT CGRTT LIQUID POD","1",NA,10,1,"2020"
"e-liquid (impute mL)","085266256480",NA,"PUFF","prefix",0.855,"08526625","PUFF FLOW SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO PAPAYA BANANA 1000 PUFFS BOX 1 COUNT","1",NA,10,1,"2021"
"e-liquid (impute mL)","085410000349","QUIK E-CIG","QUIK E-CIG","raw",0.999,"08541000","QUIK E-CIG E-CG MN","1",NA,10,1,"2013"
"e-liquid (impute mL)","489525720307",NA,NA,"unknown",NA,"48952572","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO CHERRY LEMON MINT BOX 1 COUNT","1",NA,10,1,"2023"
"e-liquid (impute mL)","489525720311",NA,NA,"unknown",NA,"48952572","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY PASSION FRUIT DUO I BOX 1 COUNT","1",NA,10,1,"2023"
"e-liquid (impute mL)","697213645963",NA,"AIRIS","prefix",1,"69721364","AIRIS NEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO KIWI STRAWBERRY BOX 1 COUNT","1",NA,10,1,"2023"
"e-liquid (impute mL)","002145802025","CLEAN CIG","CLEAN CIG","raw",1,"00214580","CLN-CG E-CGA MN","5",NA,9,1,"2018"
"e-liquid (impute mL)","081068701554","NJOY","NJOY","raw",1,"08106870","NJOY E-CG TRDNL KING 10P","10",NA,9,1,"2014;2015;2016;2017"
"e-liquid (impute mL)","085005452479",NA,NA,"unknown",NA,"08500545","FUME QRJOY SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY BELTZ BOX 1 COUNT","1",NA,9,1,"2023"
"e-liquid (impute mL)","085436100400","NE WHERE","NE WHERE","raw",1,"08543610","NE WHERE E-CG CT","1",NA,9,1,"2018;2019;2020"
"e-liquid (impute mL)","085488600301","SMOKER'S ONE CHOICE","SMOKER'S ONE CHOICE","raw",1,"08548860","SOC E-CG MEDIUM","1",NA,9,1,"2013"
"e-liquid (impute mL)","489525720171",NA,NA,"unknown",NA,"48952572","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY KIWI CREATE BOX 1 COUNT","1",NA,9,1,"2023"
"e-liquid (impute mL)","001396461400","X HALE O2","X HALE O2","raw",1,"00139646","X HALE O2 E-CG","1",NA,8,1,"2013"
"bare UPC (needs barcode lookup)","073621191079",NA,"SQUARE","prefix",1,"07362119",NA,NA,NA,8,1,"2013"
"e-liquid (impute mL)","079357323335","IMPERIAL","IMPERIAL","raw",1,"07935732","IMPRL HK E-CG SUMMERTIME SWIRL","1",NA,8,1,"2013;2016"
"e-liquid (impute mL)","081342001433","KRAVE","KRAVE","raw",1,"08134200","KRAVE E-CG TOB","1",NA,8,1,"2014;2015"
"e-liquid (impute mL)","085005158239",NA,NA,"unknown",NA,"08500515","RIZN SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY WATERMELON BOX 1 COUNT","1",NA,8,1,"2023"
"e-liquid (impute mL)","085266255833",NA,"PUFF","prefix",0.855,"08526625","ELCT CGRTT LIQUID POD","1",NA,8,1,"2020"
"e-liquid (impute mL)","489525720153",NA,NA,"unknown",NA,"48952572","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO FUJI ICE BOX 1 COUNT","1",NA,8,1,"2023"
"e-liquid (impute mL)","505671640243",NA,NA,"unknown",NA,"50567164","LOST MARY SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY LEMONADE MESH COIL BOX 1 COUNT","1",NA,8,1,"2023"
"e-liquid (impute mL)","075602973446","NIIN","NIIN","raw",1,"07560297","NIIN AIR SMOKING ALTERNATIVE PRODUCT GUAVA CHILL 1 COUNT","1",NA,7,1,"2022;2023"
"e-liquid (impute mL)","081068701553","NJOY","NJOY","raw",1,"08106870","NJOY E-CG TRDNL KING","1",NA,7,1,"2014;2015;2022"
"bare UPC (needs barcode lookup)","081342001286",NA,"KRAVE","prefix",1,"08134200",NA,NA,NA,7,1,"2014;2015"
"e-liquid (impute mL)","084043916235",NA,"ZIG-ZAG","prefix",0.999,"08404391","ELCT CGRTT LIQUID POD","1",NA,7,1,"2019;2020"
"e-liquid (impute mL)","085438400467","LOGIC","LOGIC","raw",1,"08543840","LOGIC PRO SMOKING ALTERNATIVE PRODUCT BOX 1 COUNT","1",NA,7,1,"2021;2022"
"e-liquid (impute mL)","085962600260","FINITI","FINITI","raw",1,"08596260","FIN AST NO 2'S/ECCR","8",NA,7,1,"2013;2014;2015"
"e-liquid (impute mL)","489525720150",NA,NA,"unknown",NA,"48952572","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO CRANBERRY GRAPE CREATE BOX 1 COUNT","1",NA,7,1,"2023"
"e-liquid (impute mL)","489525720167",NA,NA,"unknown",NA,"48952572","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO SAKURA GRAPE BOX 1 COUNT","1",NA,7,1,"2023"
"e-liquid (impute mL)","489525720170",NA,NA,"unknown",NA,"48952572","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY ICE BOX 1 COUNT","1",NA,7,1,"2023"
"e-liquid (impute mL)","073621190409","SQUARE","SQUARE","raw",1,"07362119","SQUARE E-CG VO","1",NA,6,1,"2013;2020"
"bare UPC (needs barcode lookup)","075166721591",NA,"VOODOO","prefix",1,"07516672",NA,NA,NA,6,1,"2015;2018"
"e-liquid (impute mL)","075166721595","VOODOO","VOODOO","raw",1,"07516672","VOODOO E-HOOKAH E-CG MN","1",NA,6,1,"2015;2016"
"e-liquid (impute mL)","079357311757","IMPERIAL","IMPERIAL","raw",1,"07935731","IMPRL HK E-CG IMPERIAL MIX","1",NA,6,1,"2013"
"e-liquid (impute mL)","081076702202","MILLENNIUM","MILLENNIUM","raw",0.992,"08107670","MLNM E-CG LIQUID CRANBERRY","1",NA,6,1,"2018"
"e-liquid (impute mL)","081713502256",NA,"CUE","prefix",1,"08171350","CUE SMOKING ALTERNATIVE PRODUCT BOX 1 COUNT","1",NA,6,1,"2022;2023"
"e-liquid (impute mL)","084043916181",NA,"ZIG-ZAG","prefix",0.999,"08404391","ELCT CGRTT LIQUID POD","1",NA,6,1,"2019;2020"
"e-liquid (impute mL)","084043916187",NA,"ZIG-ZAG","prefix",0.999,"08404391","ELCT CGRTT LIQUID POD","1",NA,6,1,"2019"
"e-liquid (impute mL)","084043916193",NA,"ZIG-ZAG","prefix",0.999,"08404391","ELCT CGRTT LIQUID POD","1",NA,6,1,"2019"
"e-liquid (impute mL)","084043916229",NA,"ZIG-ZAG","prefix",0.999,"08404391","ELCT CGRTT LIQUID POD","1",NA,6,1,"2019;2020"
"e-liquid (impute mL)","084043916247",NA,"ZIG-ZAG","prefix",0.999,"08404391","ELCT CGRTT LIQUID POD","1",NA,6,1,"2019;2020"
"e-liquid (impute mL)","085962600265","FINITI","FINITI","raw",1,"08596260","FIN AST NO 2'S/ECCR","8",NA,6,1,"2013;2015"
"hardware/device (exclude)","505671640218",NA,NA,"unknown",NA,"50567164","LOST MARY SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BLUEBERRY P AND B CLOUDD BATTERY INDICATOR BOX 1 COUNT","1",NA,6,1,"2023"
"e-liquid (impute mL)","036586037400","VAPIN PLUS","VAPIN PLUS","raw",0.949,"03658603","VAPIN PLUS LVP","3",NA,5,1,"2021"
"e-liquid (impute mL)","075166701019","VOODOO","VOODOO","raw",0.75,"07516670","V E-L E-CG LIQUID BB","1",NA,5,1,"2018;2019"
"e-liquid (impute mL)","081068701245","NJOY","NJOY","raw",1,"08106870","NJOY E-CGC MN NO RFL","5",NA,5,1,"2013;2014"
"e-liquid (impute mL)","081068701492","NJOY","NJOY","raw",1,"08106870","NJOY POD CLASSIC TOB 5%","2",NA,5,1,"2022"
"e-liquid (impute mL)","081068701717","NJOY","NJOY","raw",1,"08106870","NJOY E-CG MN KING -5.00","5",NA,5,1,"2014"
"e-liquid (impute mL)","081342001434","KRAVE","KRAVE","raw",1,"08134200","KRAVE E-CG MN","1",NA,5,1,"2013;2014;2015"
"e-liquid (impute mL)","081717001001","NICSTICK","NICSTICK","raw",1,"08171700","NICSTICK E-CGAC USA MIX","1",NA,5,1,"2013"
"e-liquid (impute mL)","083921900082","CIG2O","CIG2O","raw",1,"08392190","CIG2O EVCC MN","5",NA,5,1,"2019"
"e-liquid (impute mL)","084920500135","VUSE","VUSE","raw",1,"08492050","VUSE SOLO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE ORIGINAL BOX 1 COUNT","1",NA,5,1,"2021"
"e-liquid (impute mL)","085570400495","COSMIC FOG","COSMIC FOG","raw",0.768,"08557040","CSMC FG ECGL MLK&HNY","1",NA,5,1,"2018"
"e-liquid (impute mL)","085682400255","ECO-CIGS","ECO-CIGS","raw",1,"08568240","ECO-CIGS E-CGCM MN MINI","3",NA,5,1,"2018"
"e-liquid (impute mL)","085965400212","BLU","BLU","raw",1,"08596540","BLU CIGS E-CGCM M-M RFL","5",NA,5,1,"2013"
"e-liquid (impute mL)","489525720156",NA,NA,"unknown",NA,"48952572","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MALIBU BOX 1 COUNT","1",NA,5,1,"2023"
"hardware/device (exclude)","505671640227",NA,NA,"unknown",NA,"50567164","LOST MARY SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY MANGO BATTERY INDICATOR BOX 1 COUNT","1",NA,5,1,"2023"
"e-liquid (impute mL)","505671640280",NA,NA,"unknown",NA,"50567164","LOST MARY SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO ACAI BERRY STORM ICE MESH COIL BOX 1 COUNT","1",NA,5,1,"2023"
"e-liquid (impute mL)","671716977155",NA,"HYPPE","prefix",1,"67171697","HYPPE MAX AIR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BLACK SAKURA MESH COIL BOX IN WRAP 1 COUNT","1",NA,5,1,"2023"
"e-liquid (impute mL)","697184747333",NA,"JUICY BAR","prefix",0.937,"69718474","JUICY BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MEXICAN PINA COLADA MESH COIL BOX 1 COUNT","1",NA,5,1,"2023"
"e-liquid (impute mL)","002590017507","E SWISHER","E SWISHER","raw",0.713,"00259001","E SWISHER E-CG MB","1",NA,4,1,"2013"
"e-liquid (impute mL)","019383500291","SHENZHEN GOLDREAMS TECHNOLOGY","SHENZHEN GOLDREAMS TECHNOLOGY","raw",1,"01938350","AIR BAR LUX SMOKING ALTERNATIVE PRODUCT GEL SUNSET COCKTAIL BOTTLE 1 COUNT","1",NA,4,1,"2022"
"e-liquid (impute mL)","036586038176","21ST CENTURY SMOKE","21ST CENTURY SMOKE","raw",0.949,"03658603","21SCS E-CG","1",NA,4,1,"2019"
"e-liquid (impute mL)","075166721827","VOODOO","VOODOO","raw",1,"07516672","VOODOO E-CG LIQUID MN","1",NA,4,1,"2018"
"bare UPC (needs barcode lookup)","075166726959",NA,"VOODOO","prefix",1,"07516672",NA,NA,NA,4,1,"2018"
"bare UPC (needs barcode lookup)","075166726963",NA,"VOODOO","prefix",1,"07516672",NA,NA,NA,4,1,"2018"
"e-liquid (impute mL)","081076702038","MILLENNIUM","MILLENNIUM","raw",0.992,"08107670","MLNM E-CG LIQUID PICO","1",NA,4,1,"2018"
"e-liquid (impute mL)","081076702206","MILLENNIUM","MILLENNIUM","raw",0.992,"08107670","MLNM E-CG LIQUID ENERGY COW","1",NA,4,1,"2018"
"e-liquid (impute mL)","081076702218","MILLENNIUM","MILLENNIUM","raw",0.992,"08107670","MLNM E-CG LIQUID LEMON","1",NA,4,1,"2018"
"e-liquid (impute mL)","081323902284","SPACE JAM","SPACE JAM","raw",1,"08132390","SPC JM E-CG LIQUID PLSR","1",NA,4,1,"2019"
"e-liquid (impute mL)","083921900154","CIG2O","CIG2O","raw",1,"08392190","CIG2O E-CG VANILLA CREAM","1",NA,4,1,"2014"
"e-liquid (impute mL)","083921900232","CIG2O","CIG2O","raw",1,"08392190","CIG2O E-CG RED HOT","1",NA,4,1,"2014;2015"
"e-liquid (impute mL)","084014180184",NA,NA,"unknown",NA,"08401418","AIR BAR LUX SMOKING ALTERNATIVE PRODUCT RASPBERRY WATERMELON 1000 PUFFS BOX 1 COUNT","1",NA,4,1,"2022"
"e-liquid (impute mL)","084727700005","REVIVE","REVIVE","raw",0.679,"08472770","REVIVE E-CG TOB","1",NA,4,1,"2013;2014;2015"
"e-liquid (impute mL)","085570400815","HAUS","HAUS","raw",0.768,"08557040","HAUS ECTA RFL","1",NA,4,1,"2014;2015;2016"
"bare UPC (needs barcode lookup)","085682400257",NA,"ECO-CIGS","prefix",1,"08568240",NA,NA,NA,4,1,"2013;2015;2018"
"e-liquid (impute mL)","086000489504",NA,NA,"unknown",NA,"08600048","FUMEE SMOKING ALTERNATIVE PRODUCT MANGO 1 COUNT","1",NA,4,1,"2022"
"e-liquid (impute mL)","489525720144",NA,NA,"unknown",NA,"48952572","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BLUE RAZZ ICE BOX 1 COUNT","1",NA,4,1,"2023"
"e-liquid (impute mL)","489525720174",NA,NA,"unknown",NA,"48952572","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY PINA COLADA BOX 1 COUNT","1",NA,4,1,"2023"
"e-liquid (impute mL)","505671640230",NA,NA,"unknown",NA,"50567164","LOST MARY SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO WATERMELON BOX 1 COUNT","1",NA,4,1,"2023"
"e-liquid (impute mL)","505671640274",NA,NA,"unknown",NA,"50567164","LOST MARY SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO TRIPLE BERRY DUO ICE MESH COIL BOX 1 COUNT","1",NA,4,1,"2023"
"e-liquid (impute mL)","005965400208","BLU","BLU","raw",1,"00596540","BL-EGS E-CGCM CT","5",NA,3,1,"2018"
"e-liquid (impute mL)","065436770665","CIGALECTRIC","CIGALECTRIC","raw",1,"06543677","CIGALECTRIC E-CGC REGULAR","1",NA,3,1,"2019;2020;2021"
"e-liquid (impute mL)","076746198888",NA,NA,"unknown",NA,"07674619","LOON MAXX SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BANANA TAFFY BOOSTED FLAVOR BOX 1 COUNT","1",NA,3,1,"2023"
"e-liquid (impute mL)","081068701241","NJOY","NJOY","raw",1,"08106870","NJOY E-CGC NO RFL","5",NA,3,1,"2013"
"e-liquid (impute mL)","081068701683","NJOY","NJOY","raw",1,"08106870","NJOY E-CG 4P","4",NA,3,1,"2014"
"e-liquid (impute mL)","081323902063","SPACE JAM","SPACE JAM","raw",1,"08132390","SPC JM E-CG LIQUID PLUTO","1",NA,3,1,"2019"
"e-liquid (impute mL)","081649401135","NICOTEK","NICOTEK","raw",0.999,"08164940","NICOTEK METRO CHICK STICK SMOKING ALTERNATIVE PRODUCT BOX IN WRAP 1 COUNT","1",NA,3,1,"2021"
"e-liquid (impute mL)","081717001006","NICSTICK","NICSTICK","raw",1,"08171700","NICSTICK E-CGAC USA MIX","1",NA,3,1,"2013"
"e-liquid (impute mL)","084043916199",NA,"ZIG-ZAG","prefix",0.999,"08404391","ELCT CGRTT LIQUID POD","1",NA,3,1,"2019"
"e-liquid (impute mL)","085005158237",NA,NA,"unknown",NA,"08500515","RIZN SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO PEACH BLUE RASPBERRY BOX 1 COUNT","1",NA,3,1,"2023"
"e-liquid (impute mL)","085014900704","MISTIC","MISTIC","raw",1,"08501490","M2CFP E-CG KRYPTOMELON","1",NA,3,1,"2018"
"e-liquid (impute mL)","085266256416",NA,"PUFF","prefix",0.855,"08526625","PUFF PLUS SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO PINK LEMONADE BOX 1 COUNT","1",NA,3,1,"2021"
"e-liquid (impute mL)","085436100411","NE WHERE","NE WHERE","raw",1,"08543610","NE WHERE E-CG G-G","1",NA,3,1,"2018"
"e-liquid (impute mL)","085570400812","HAUS","HAUS","raw",0.768,"08557040","HAUS E-CG LIQUID A-B 5P","5",NA,3,1,"2015;2017"
"bare UPC (needs barcode lookup)","085682400256",NA,"ECO-CIGS","prefix",1,"08568240",NA,NA,NA,3,1,"2013"
"bare UPC (needs barcode lookup)","089961000227",NA,"CIGIREX","prefix",1,"08996100",NA,NA,NA,3,1,"2013"
"e-liquid (impute mL)","065436704351","CIGALECTRIC","CIGALECTRIC","raw",1,"06543670","CIGALECTRIC E-CGC REGULAR","2",NA,2,1,"2014"
"bare UPC (needs barcode lookup)","075166723931",NA,"VOODOO","prefix",1,"07516672",NA,NA,NA,2,1,"2018"
"e-liquid (impute mL)","075166726955","VOODOO","VOODOO","raw",1,"07516672","VOODOO E-HOOKAH E-CG MN","1",NA,2,1,"2018"
"e-liquid (impute mL)","081076702041","ROYAL SMOKE","ROYAL SMOKE","raw",0.992,"08107670","ROYAL SMOKE E-CG RED KING","1",NA,2,1,"2018"
"e-liquid (impute mL)","081323902015","SPACE JAM","SPACE JAM","raw",1,"08132390","SPC JM E-CG LIQUID ASTRO","1",NA,2,1,"2018;2019"
"e-liquid (impute mL)","081323902464","SPACE JAM","SPACE JAM","raw",1,"08132390","SPC JM E-CG LIQUID MTR MLK","1",NA,2,1,"2018;2019"
"e-liquid (impute mL)","081649401360","NICOTEK","NICOTEK","raw",0.999,"08164940","NICOTEK METRO E-CG KING","1",NA,2,1,"2018;2021"
"e-liquid (impute mL)","081649401579","FAZE","FAZE","raw",0.999,"08164940","FAZE BASIC EPV","1",NA,2,1,"2022"
"e-liquid (impute mL)","081764101915",NA,"KRAVE","prefix",0.999,"08176410","ELCT CGRTT VAPORIZER","1",NA,2,1,"2019"
"e-liquid (impute mL)","083921900145","CIG2O","CIG2O","raw",1,"08392190","CIG2O E-CG GRAPE","1",NA,2,1,"2014"
"e-liquid (impute mL)","084043916241",NA,"ZIG-ZAG","prefix",0.999,"08404391","ELCT CGRTT LIQUID POD","1",NA,2,1,"2019;2020"
"e-liquid (impute mL)","084866603276","FINITI","FINITI","raw",1,"08486660","FIN E-CGCM MN RFL","5",NA,2,1,"2014;2016"
"e-liquid (impute mL)","085004221224",NA,NA,"unknown",NA,"08500422","ESCO BARS FRUITIA SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO SLUSHY MESH BOX 1 COUNT","1",NA,2,1,"2023"
"e-liquid (impute mL)","085005158238",NA,NA,"unknown",NA,"08500515","RIZN SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO RED GRAPES BOX 1 COUNT","1",NA,2,1,"2023"
"e-liquid (impute mL)","085005452457",NA,NA,"unknown",NA,"08500545","FUME QRJOY SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO PACIFIC COOLER BOX 1 COUNT","1",NA,2,1,"2023"
"e-liquid (impute mL)","085452700316","VIENTI","VIENTI","raw",1,"08545270","VIENTI SMOKING ALTERNATIVE PRODUCT TRAY IN BOX 1 COUNT","1",NA,2,1,"2023"
"hardware/device (exclude)","505671640232",NA,NA,"unknown",NA,"50567164","LOST MARY SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO CHERRY PEACH LEMONADE BATTERY INDICATOR BOX 1 COUNT","1",NA,2,1,"2023"
"e-liquid (impute mL)","002145800006","CLEAN CIG","CLEAN CIG","raw",1,"00214580","CLN-CG E-CGA&CT/BT&ECC","3",NA,1,1,"2016"
"e-liquid (impute mL)","002145806005","CLEAN CIG","CLEAN CIG","raw",1,"00214580","CLN-CG E-CG LIQUID CHERRY","1",NA,1,1,"2016"
"e-liquid (impute mL)","002145806011","CLEAN CIG","CLEAN CIG","raw",1,"00214580","CLN-CG E-CG LIQUID WM","1",NA,1,1,"2016"
"e-liquid (impute mL)","005284312007","SMOKE FREE","SMOKE FREE","raw",1,"00528431","SMOKE FREE E-CG","20",NA,1,1,"2018"
"e-liquid (impute mL)","009710000234","MARKTEN","MARKTEN","raw",1,"00971000","MARKTEN EVCC","2",NA,1,1,"2017"
"e-liquid (impute mL)","009874701305","VIIGO","VIIGO","raw",1,"00987470","VIIGO SMOKING ALTERNATIVE PRODUCT MIXED FRUIT 3 COUNT","3",NA,1,1,"2021"
